Nummer;ID;sentimentScore;isMatch;text
423;8.80E+22;0.5;1;#Ehef<fc>ralle - Warum Merkel pl<f6>tzlich nicht mehr mauert &amp  @Die_Gruenen gewonnen haben.
424;8.37E+21;0.5;1;F<fc>r Deniz aus Hamburg.#FREEDENIZ
425;8.78E+22;1;1;Bestnoten der W<e4>hler f<fc>r die #SPD #Steuerreform. Das zieht uns wieder nach vorne.
426;8.82E+22;-1;1;Sportgericht verurteilt nicht Nazi-Fans  sondern diejenigen  die sich gegen Nazis stellen. Fassungslos. #Babelsberg
427;8.89E+22;0.5;1;Mit @GruenMeyer heute in der #Oberpfalz unterwegs f<fc>r eine <f6>kologische #Landwirtschaft.
428;9.15E+22;0.5;1;Liebe @UlrikeLunacek! Zur Info: das ist #neoliberal! #puls4 #nrw17
429;8.26E+22;0;1;Mit meiner #kathiausFranken zu Besuch in der Gedenkst<e4>tte Buchenwald
430;8.67E+22;-0.5;1;Exakt! Da steht nicht Die W<fc>rde des Deutschen ist unantastbar.
431;9.08E+22;-0.5;1;RotRot mit neuem H<f6>hepunkt im Wahlkreis des MP: #Linke will Forster #SPD B<fc>rgermeister abw<e4>hlen lassen
432;8.59E+22;-1;1;Die Zahl gewaltt<e4>tiger <dc>bergriffe auf Polizisten und Polizistinnen hat in NRW einen H<f6>chststand erreicht.
433;8.91E+21;-1;1;Kim droht mit Angriff auf US-Festland  USA reagieren ungew<f6>hnlich scharf
435;8.24E+22;-1;1;Amri war bis 53min vor dem Anschlag #Breitscheidplatz in der Fussilet33-Moschee und wurde dabei gefilmt?!?
436;8.76E+22;0;1;@ZDFheute berichtet <fc>ber neue @ZQP-Studie zu Gewalt in der Pflege. Die vollst<e4>ndigen Ergebnisse gibt es hier
437;9.12E+22;0;1;Zwischen Entsetzen und Freude. <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> #BTW2017 #DarumGruen #noafd
438;9.10E+22;-0.5;1;Irgendwo muss ja das Geld f<fc>r die Privatschulen der SPD-Kinder herkommen... #TrauDichDeutschland #afd
439;9.08E+22;-1;1;Gei<df>ler war ein Meister des geschliffenen Wortes und der geistreichen Zuspitzung.  @fdprlp zum Tode Heiner Gei<df>lers.
440;8.90E+22;0.5;1;das war eine spannende Veranstaltung #themar #idz #the1507
441;9.01E+22;-0.5;1;<U+0084>Jedes neue Elekroauto braucht soviel Strom wie ein Haushalt<U+0093>
442;8.48E+22;0;1;Mit dem aktuellen Newsletter erhalten Sie Informationen aus Politik und Wirtschaft sowie die n<e4>chsten...
443;8.69E+22;0.5;1;Moin Moin #PL<d6>N und dem Rest der Welt. Au<df>er ein paar Gespr<e4>chsterminen steht nur die Sitzung des Polizeibeirates...
444;8.96E+22;-1;1;Wer den Hitlergru<df> macht  Sieg Heil oder auch Heil #Trump ruft  ist nicht Alt-Right sondern ein verdammter #Nazi. #charlottesville
445;9.21E+22;0;1;Neuer Sprecher der SPD-Abgeordneten aus Schleswig-Holstein ist @SoenkeRix. Seine Stellvertreterin ist @GabiHillerOhm
446;9.20E+22;0.5;1;Festakt im Landtag zum Reformationsjubil<e4>um und die musikalische Begleitung durch Erhard Ufermanns Jazzformation.
447;8.73E+22;1;1;SPD v<f6>llig baff: Sozialdemokratische Partei holt mit sozialdemokratischem Programm 40%#SPD #Labour #LabourManifesto
448;9.13E+22;-1;1;Man kann viel <fc>ber die Linksradikalen schimpfen.. Besser ist aber  sie f<fc>r sich selbst sprechen zu lassen:
449;9.18E+22;0;1;<U+0084>Blick Aktuell<U+0093> berichtet <fc>ber unsere Veranstaltung am letzten Sonntag mit Brigitte Seebacher und @Alex_Schweitzer :
451;8.90E+22;-0.5;1;Hr. Schulz warnt vor Fl<fc>chtlingskrise. Sein Vorschlag? Transitzonen  Grenzkontrollen  weitere sichere Herkunftsl<e4>nder will die SPD NICHT
452;9.06E+22;0.5;1;Wussten Sie's? @fhambuechen @ThomallaSophia @MonicaIvancan &amp  viele mehr unterst<fc>tzen Angela #Merkel. Machen Sie mit<U+27A1><U+FE0F>
453;8.41E+22;1;1;@MV_AM @RSL99 sehr richtig!
454;9.04E+22;-1;1;Nicht fair! #Schulz wird st<e4>ndig ins Wort gefallen  #Merkel nicht #TVDuell #Kanzlerindevotismus
455;8.76E+21;-0.5;1;Jetzt hoffentlich f<fc>r alle klar: Ohne Kohleausstieg kein Gr<fc>ner Koalitionsvertrag #bdk2017 #ParisAgreement
456;8.87E+22;1;1;Letzter Schultag. Endlich Ferien. Ich w<fc>nsche allen eine erholsame Ferienzeit  sch<f6>nes Wetter und viel Spa<df> mit...
457;9.16E+21;-0.5;1;Die Identit<e4>ren haben es somit bisher geschafft  insgesamt quasi 13  Personen illegal nach Europa zu bringen.
458;8.83E+22;0.5;1;Dass sich die f<fc>hrenden Staaten der Welt im Format f<fc>r gemeinsame L<f6>sungen an einen Tisch setzen  ist ein ermutigendes Zeichen #G20HH2017
459;8.50E+22;0;1;+++ Eckpunkte Radgesetz: gesch<fc>tzte Radwege Hauptverkehrsstra<df>en  100km Radschnellwege  zehntausende Abstellpl<e4>tze
460;8.87E+22;0.5;1;#ZukunftSPD.Schulz will Arbeitsmarkt f<fc>r Langzeitarbeitslose st<e4>rken. Das hilft vor allem strukturschwachen Regionen.
461;8.56E+22;0;1;Rektor Schmachtenberg der #RWTH Aachen ruft zu Solidarit<e4>t mit den verfolgten WissenschaftlerInnen  auf
462;8.67E+22;-1;1;Haftstrafen f<fc>r 10 Nazis nach <dc>berfall 2014 in #Ballst<e4>dt #Th<fc>ringen Demn<e4>chst mehr bei @ndaktuell
463;9.13E+22;-1;1;Erst mit Troika &amp  Mafia Methode Flugh<e4>fen #Griechenland zu Ramschpreis holen  dann Zeche prellen #Fraport
464;8.58E+22;0.5;1;Auch die Arbeitsweise des Parlamentes interessierte meine Besuchergruppe aus der #Heimat - #Bundestag
465;8.47E+22;0.5;1;Noch nie wurde in NRW so viel Geld f<fc>r gute Bildung ausgegeben wie mit Schulministerin @SylviaLoehrmann!
466;8.46E+22;-0.5;1;Habe ich was verpasst? Nach den heutigen Schlagzeilen muss Martin Schulz bei der #Saarlandwahl als Spitzenkandidat kandidiert haben.
467;8.83E+22;0.5;1;Regensburg als Vorreiter: Ein neuer Trend: das Lastenfahrrad
468;8.31E+22;-0.5;1;Korruptionsbek<e4>mpferin: Diese Frau legt sich mit den M<e4>chtigen Rum<e4>niens an
469;9.02E+22;0;1;Fl<fc>chtlingsgipfel: Europa will Hotspots in der Sahelzone (von Christian Schubert  Paris)
470;8.45E+22;-1;1;Meine Stimme ist sie nicht! Leider wird verschwiegen  dass sie an #SED Wiedergr<fc>ndung in #Th<fc>ringen mitgewirkt hat!
471;8.84E+22;1;1;Die Vernunft und die Weitsicht haben gesiegt: Weg f<fc>r E-Semesterapparate und Kopierfreiheiten von Forschern frei
473;8.60E+22;0.5;1;Sollten sie im Wagen 31 sitzen  sitzen sie in Wagen 21! Danke liebe #Bahn f<fc>r klare #Bahnansagen
474;8.54E+22;0;1;#CDU setzt auf mehr innere #Sicherheit  via @rponline
475;8.63E+21;-1;1;Journalisten  die so arbeiten  brauchen sich <fc>ber den #L<fc>genpresse-Vorwurf nicht zu beklagen. #fakenews
476;8.57E+22;0;1;Gr<fc>ne wollen Autobranche mit Anreizen reformieren
477;8.43E+21;0;1;Auch #HochguldurExport genannt.#HessenVorn
478;9.06E+21;0;1;Schulen  die f<fc>r Kinder f<fc>hrender Sozialdemokraten geeignet sind (Nix Inklusion  Gesamt und so modernes Zeug)
479;8.51E+22;-1;1;Anschlag in #Stockholm: Usbekistan r<fc>ckt ins Zentrum des Terrors
480;9.04E+22;1;1;Der Abschluss des Tages wird gro<df>artig. Abschlusskonzert des Festivals @rheingaumusik im Kloster Eberbach.
481;8.90E+22;1;1;Herzliche Einladung zu einer Vortragsveranstaltung am Dienstag  8. August 2017 19.00 Uhr im Gasthof Ochsen in...
482;8.99E+22;-1;1;Schade  aber: Es kann nur besser werden. #nurdiebsg
483;8.37E+22;-0.5;1;@OlafWedekind sollte nicht aus Kontext  Herleitung in der Rede gerissen werden. Beschreibt m<f6>gliches Szenario  nicht mehr und nicht weniger
484;9.05E+22;-0.5;1;Lesepflicht f<fc>r alle  die angesichts der Presse zu befristeten Stellen reflexartig auf Unternehmer schimpfen:
485;9.03E+22;-1;1;@JFroemmrich Das ist schlicht die Unwahrheit  wie der Antrag beweist. Ihr verliert inzwischen alle Skrupel  oder?
486;9.08E+22;1;1;Herzlichen Gl<fc>ckwunsch an @sis_taz zur neuen Aufgabe! :-)
487;8.40E+22;-1;1;Die #NRW #SPD wird zur Gefahr f<fc>r ganz Deutschland. Auch #Amri lebte dort.#AfD #Berlin
488;8.21E+22;0.5;1;Jetzt bewerben f<fc>r Unser Dorf hat Zukunft!
489;9.20E+22;1;1;Familie ist zu Hause am besten!
490;8.79E+22;0;1;Haus von Rosa Parks im Wedding. Kiez-Spaziergang mit SPD Abteilung 14.
491;9.04E+22;-1;1;@spdde @MartinSchulz Wo steht das? Nur weil die @spdde und @MartinSchulz Falsches immer wieder wiederholen  wird es dadurch nicht richtig!
492;8.66E+22;-1;1;Gef<e4>hrlich nah am <dc>berwachungsstaat FDP kritisiert geplanten Zugriff auf Passbilder durch Polizei &amp  Geheimdienste
493;8.66E+22;0;1;Details zur Neuordnung der BundL<e4>nderFinanzen:
494;8.23E+22;0;1;Winterfest des Karnevals in Ruppichteroth - mit unserem Landtagsabgeordneten Dirk Schl<f6>mer!
495;8.80E+22;0;1;.@Alex_Schweitzer taucht bei Google ein in die Renaissance - eine Cardboard machts m<f6>glich.
496;8.63E+22;0;1;Am Ende des Tages noch eine Runde Element of Crime
497;8.33E+22;-0.5;1;Auf geht's zur M<fc>nchener Sicherheitskonferenz! Viele Gespr<e4>che stehen im Kalender. Vielleicht geht's ja auch mal um R<fc>stungskontrolle?
498;8.89E+21;-1;1;#spd muss gerade zu dem Thema reden !
499;8.53E+22;0.5;1;Die Antwort auf Gewalt ist die offene Gesellschaft. Die Antwort auf Entgrenzung ist Heimat. - W. Kretschmann
500;8.93E+22;-0.5;1;WAHL 2017 Medizinische #Versorgung in einer <e4>lter werdenden Gesellschaft ist nicht billig - Hilde Mattheis (#SPD)
501;9.17E+22;-0.5;1;++ Ausstellung im Schloss wird teurer ++So versorgt #R2G seine linke Klientel auf unsere Kosten!#AfD
502;8.66E+22;-1;1;Das Schamgef<fc>hl nach 5 Jahren schlechter Regierung ist unterausgepr<e4>gt.
503;9.17E+22;0;1;Vor 25 Jahren starb Willy Brandt.
504;8.75E+21;0;1;@larsklingbeil @spdde Ich schaue mal nach. Vermutlich im Regierungsprogramm.
505;9.05E+22;0.5;1;Du hast #DeineWahl mit @MartinSchulz verpasst? Kein Problem! Hier kannst Du das Interview jederzeit nachschauen:
506;9.11E+22;0;1;Heute weiter im Endspurt unterwegs. Dann zum Kreisfeuerwehrtag in #Kempen .
507;8.43E+22;0;1;Das etwas andere SharePic zum Equal Pay Day  denn auch das Bonner Frauenmuseum braucht Geld!
508;8.31E+22;-0.5;1;Nicht H<f6>cke ist das Problem sondern das v<f6>lkisch-nationalistische Netzwerk das die AfD-F<fc>hrung seit Jahren befl<fc>gelt
509;8.61E+21;0.5;1;Libert<e9>  Egalit<e9>  Fraternit<e9>! Das hat #Frankreich heute gew<e4>hlt. Die Grande Nation war  ist und bleibt in der Mitte und im Herzen Europas.
510;8.43E+21;0;1;@explicitanalysi @BILD_Berlin @focusonline Lesen Sie einfach mal meine damalige Anfrage. Danke!
511;8.64E+22;-1;1;Smart verbrennt unsauber  so sinkt CO2 Aussto<df>  Feinstaub Aussto<df> gr<f6><df>er als LKW! Umweltschutz durch Menschentod erkauft. Vorsprung d Betrug
512;9.18E+22;-0.5;1;was der #vs so alles an werbemitteln hat  wenigstens wird dieses geld nicht f<fc>r v-leute ausgegeben! #letzteaktion
513;8.37E+22;0;1;Retweeted Dr. Gerald Schneider (@GeraldSchneide6):#Aschermittwoch mit vertauschten Rollen. #Schulz und die #SPD...
514;9.12E+22;0;1;Wer in #D<fc>sseldorf nicht dabei sein konnte: jetzt noch ein Facebook-Live vom Balkon! TL
515;8.98E+21;-0.5;1;Klingt eher  als h<e4>tte sich @sigmargabriel Trump unterworfen <U+0096> in der Wortwahl...
516;8.70E+22;-1;1;Die Demokratie geht nicht mit einem gro<df>en Knall zu Grunde  sondern still und leise. Und (fast) alle schauen zu #AfD
517;8.22E+22;-1;1;@NiemaMovassat Staatsversagen oder... ?
518;8.57E+22;0;1;Bundesgesundheitsminister Hermann Gr<f6>he auf der #conhit ist Er<f6>ffnungsredner
519;8.93E+22;0;1;In #Zwickau gibt es Streit um ein #Graffiti - die ganze Geschichte und ein Voting hier:
520;8.70E+22;-0.5;1;Endlich kommt SPD zur Vernunft u erkennt  dass Dauer-Doppelpass Integration erschwert. @cdu und @CSU_net sind und bleiben hier das Original.
522;8.75E+22;0;1;Bin mal gespannt  wie der Vergleich Koa-Vertrag schwarz/gelb #nrw und #jamaika SH ausf<e4>llt. @CDUNRW_de @fdp_nrw @FDP_SH @CDU @Gruene_SH
523;8.36E+22;0;1;Journalist Deniz Y<fc>cel muss in Untersuchungshaft. Das hat ein t<fc>rkischer Haftrichter entschieden:
524;8.98E+22;-1;1;Gro<df>: Wie @saschalobo die Nazi-Verharmlosung von Trump seziert
525;8.73E+21;-1;1;Sie hat gepokert und sie hat verloren: Premierministerin May konnte die Briten nicht <fc>berzeugen.
526;8.76E+22;0.5;1;Auf geht's zum 7. FahrRad-Aktionstag! Ja  bin auch mit Drahtesel unterwegs. <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>
527;8.54E+22;-0.5;1;Petry auf die Frage  wo Rundfunk besser organisiert ist als in D.: fast <fc>berall  wo wir schauen  geringere Kosten.
528;8.63E+22;-0.5;1;Selbst sehen wie sich sog. Retter als Schleuser bet<e4>tigen. Hier #Seawatch
529;8.94E+22;1;1;Allen Sch<fc>lerinnen und Sch<fc>lern einen guten Start in das neue Schuljahr! In der Freiherr-vom-Stein-Schule in...
530;8.49E+22;0.5;1;Freiheit und Sicherheit - auf dem Podium beim Lloyd-Gymnasium
531;8.83E+22;-0.5;1;Das hier habe ich gerade retweeten wollen. Ist in Deutschland zensiert. Bitte sch<f6>n:hochgef<e4>hrlich.
532;8.92E+22;1;1;Die @aktuelle_stunde meldet: Alle Menschen aus der K<f6>lner #Seilbahn sind gerettet! Gro<df>es DANKE an die Feuerwehr!!!
533;8.75E+22;-0.5;1;Das r<fc>pelhafte und unparlamentarische Auftreten der AfD macht deutlich  was sie vom #LTBB h<e4>lt. @dunkelrotseher
534;8.62E+22;0.5;1;@u98 n<f6>  ich finde beide sind gute Minister in einer Ampel Koalition.
535;8.78E+22;-1;1;Politik ist eine hure!!!!! <U+0096> Aus dem 800.000-Zeichen-Leak habe ich ein Psychogramm der AfD im Sinkflug destilliert
536;9.21E+22;0;1;Nicola BEER #Interview @FFHde<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> zu den heute beginnenden #Sondierungen<ed><U+00A0><U+00BC><ed><U+00B7><U+00AF><ed><U+00A0><U+00BC><ed><U+00B7><U+00B2>  @fdp @Liberale_News @CDU @CSU @Die_Gruenen
537;8.29E+22;-0.5;1;#AgH #BER #M<fc>ller spricht von einer Kette von <c4>rgernissen beim BER. Er erkennt leider nicht  dass er ein Glied dieser Kette ist.
538;8.63E+22;1;1;Guten Morgen <U+2600><U+FE0F> und liebe Gr<fc><df>e aus Dresden <ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0080> - freudig hier: Dresden
539;8.86E+22;-0.5;1;Logo der verbotenen Organisation Blood&amp Honour und x-te Beleidigung  wurde rausgezogen #the1507
540;8.80E+22;0;1;Cybersicherheit kennt keine L<e4>ndergrenzen der Bundesinnenminister bei #Berlinklausur @CDUFraktionRLP @MartinBrandl
541;9.10E+22;0;1;Gabriel spricht sich f<fc>r direkte Verhandlungen mit Nordkorea aus - Machthaber Kim sei nicht irre
542;8.90E+22;0;1;Wie bereitet man sich am besten auf den neuen Job vor? @Scaramucci @POTUS
543;9.11E+22;0;1;Landesvorstandsmitglied der @AfD_Thueringen gestern in #Arnstadt angegriffen. #AfD #BTW17
544;8.31E+22;-0.5;1;Heute auch nochmal veranschaulicht bekommen: Rechts sein macht so richtig schlechte Laune.
545;8.47E+22;-1;1;Ismail Tipi: Kinderehen zerst<f6>ren die Zukunft junger M<e4>dchen
546;8.82E+22;-0.5;1;Don Quixote hatte sich auch schon ganz in virtuellen Welten verfangen. Und wie Don #Trump ist er auf seine eigenen #FakeNews hereingefallen.
547;9.01E+22;0;1;Wahlkampf aus dem Kanzleramt: Bundesrechnungshof will<U+00A0>CDU-Jobs von Merkel-Mitarbeitern pr<fc>fen
548;9.12E+21;0.5;1;WahlkampfEndspurt in #Schwerin. Starke Frauen f<fc>r den #Bundestag. Ich unterst<fc>tze @MaTegtmeier #btw17
549;8.73E+22;0.5;1;Es geht los! #LINKEBPT #SozialGerechtF<fc>rAllle
550;9.00E+22;0;1;Radeln i Zwickau  Grillen m @TSchipanski  Diskussionen i Oberlungwitz @wanderwitz  Suhl  @MarkHauptmann  Hainic
551;8.36E+22;-0.5;1;@BMFSFJ und was soll der Gesetzentwurf daran <e4>ndern? es ist keine einzige Regelung fuer SchauspielerInnen vorgesehen. hab ich es <fc>berlesen?
552;8.57E+22;0;1;#ZukunftwirdausMutgemacht! Lasst uns Dr<fc>ber reden - in 2 Tagen mit Katrin in #Regensburg.  @Gruene_Bayern /GET
553;8.41E+22;0;1;.@dmanuelaschmidt: Alle Berliner_innen sollen innerhalb von 14 Tagen ihr Anliegen beim B<fc>rgeramt erledigen k<f6>nnen
554;8.66E+21;0.5;1;Italien entscheidet sich f<fc>r #Impfpflicht #kita etc. Richtiger Weg! Wie in unserem Antrag f<fc>r #berlin @CDUBerlin_AGH
557;8.55E+21;-0.5;1;Das ist leider faktisch falsch. Gewalt ist auch und sehr oft die Sprache der Antifa und Linksautonomen.
558;9.18E+22;-0.5;1;Rededauer immer umgekehrt proportional zur H<f6>he der Geldsumme d. jew. Titels. @Antje_Kapek @nelken_berlin#Haushalt
559;9.14E+22;1;1;gute idee. machen. bin dabei.
560;8.71E+22;0;1;[T] Interview mit Hans-Christian Str<f6>bele in der taz - u.a. zu 2. Juni 1967 und Geheimdienstkontrolle
903;8.57E+22;0;1;Muss man wissen.
909;9.03E+21;0;1;Sie wissen noch nicht  wen Sie w<e4>hlen wollen? Finden Sie es raus. #W<e4>hlenIstWichtig #BTW2017
;ID;sentimentScore;isMatch;text
561;8.50E+22;-1;1;Wie verblendet  hasserf<fc>llt und unmenschlich muss jemand sein  der  in eine Menschenmenge f<e4>hrt und wahllos Leben zerst<f6>ren will? #Schweden
562;9.17E+22;-1;1;Es ist schon 5 nach 12  wenn Kinder als Berufswunsch <U+0084>Dschihadist<U+0093> angeben und in Schulen islamistische Terrork<e4>mpfer malen.
563;8.70E+21;-0.5;1;Nur konsequent: Antidemokratische Hohlphrasen von den Genossen der #SPD.#machen_wir #AfD #ltnrw
564;8.44E+22;-0.5;1;MdA Gl<e4>ser (AfD) sieht Filmf<f6>rderung kritisch. Geld der Berliner Steuerzahler f<fc>r Nischenprojekte und Genderfilme verschwenden #agh
567;8.43E+22;0;1;Unser Clip zum #EqualPayDay #HerMitDerKnete
568;8.31E+22;0;1;Heute #Bundespr<e4>sidentenwahl. Ich w<e4>hle #Steinmeier. Aus <dc>berzeugung.
569;8.97E+22;-0.5;1;Gipfel des Zynismus: angebliche K<fc>stenwache Libyens  die #Seenotretter angreifen sind von EU ausgebildet+finanziert
570;9.12E+22;0;1;Die Quote stimmt immerhin <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>
571;8.38E+22;-0.5;1;Hallenbetreiber sagt ab - #Erdogan-Minister darf nicht in Frechen reden
572;8.60E+22;-0.5;1;Was man zur Halbzeit festellen kann: Die AfD hat bislang thematisch quasi nix zur Debatte beizutragen. #WahlArena #kleineskaro
574;8.26E+22;0.5;1;Internationale Presse: Merkel demonstriert gegen<fc>ber Trump moralisches R<fc>ckgrat
575;8.58E+22;0;1;Weiter gehts: Vorstellungen der Kandidatinnen f<fc>r Platz 3: @SuzaKarawanskij  @CarenLay und Sabine Zimmermann. #saxlpt
576;8.58E+22;0.5;1;Ihr sucht eine neue #Herausforderung in der Hamburger #Politik? Ich habe da ein Angebot f<fc>r Euch:  #hhbue #B<fc>rgerb<fc>ro
577;8.54E+21;-0.5;1;+++ #Eilmeldung +++ OSZE: #Referendum in der #T<fc>rkei entspricht nicht internationalen Standards. @OECE
578;8.91E+22;-1;1;Das ist mehr als billig! L<e4>cherlich! Ist doch wohl nicht ihr Niveau oder?  <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>
579;8.96E+22;0.5;1;Martin Schulz spricht in seinem Wahlkampf viel von Respekt und ist gerade dabei  ihn sich selbst zu verdienen
580;8.83E+22;-0.5;1;Dieser G20-Gipfel in Hamburg versammelt in Teilen Potentaten.L<f6>sungen der globalen Konflikte und Gerechtigkeitsfragen liegen ferner denn je.
581;8.95E+22;0;1;Der Diesel funktioniert sagt Prof. Thomas Koch  Wissenschaftler am Karsruher Institut f<fc>r Technologie. Hier...
583;8.62E+22;1;1;Gro<df>artiges Spiel! Herzlichen Gl<fc>ckwunsch! #EBSFCU
584;9.07E+20;0;1;Vielleicht war das der letzte sch<f6>ne Sp<e4>tsommer-Sonntag in diesem Jahr. Beim Lauftraining in Goseck und Eulau...
585;8.84E+21;1;1;Freue mich heute auf ein paar sch<f6>ne Aufnahmen in #Lindow  #Neuruppin und #Neustadt. #btw17
586;8.92E+22;-0.5;1;Wegen eines medienrechtlichen Fehlers der Autoren verwirft #Ostbeauftragte eine ganze #Rechtsextremismusstudie
587;9.12E+22;0.5;1;Suserfest #Konstanz &amp  #Allensbach  #Oktoberfest Konstanz<U+0096> bin jetzt gut in Festform. Aber mein Lieblingsfest kommt noch: B<fc>llefest! <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61>#Herbst
588;9.19E+22;0;1;Wahlkampf vorbei. Da kann man dann auch das Ermittlungsverfahren gegen #AfD Chef #Hampel wieder einstellen #LTWNDS17
589;8.73E+21;0.5;1;Wir freuen uns  am Dienstag u.a. mit Sch<fc>ler*innen und @ethevessen <fc>ber #Trump und #Klima zu diskutieren!  #hlt
590;8.46E+22;0.5;1;Ihr findet die #Zeitumstellung auch doof? Dann @dieLinke w<e4>hlen und es ist #Sommerzeit in ganz Europa f<fc>r immer! <U+2600><U+FE0F>
591;9.06E+22;-1;1;Gestern: Kanzlerin fordert OnlineWahlen um verheerende Digitalpolitik zu kaschieren.Heute: massive Sicherheitsl<fc>cken im bestehenden Systems
592;9.17E+22;0;1;#Rodalben: Wolfgang Denzer ist neuer Verbandsb<fc>rgermeister. (fkk)
593;8.43E+21;0;1;R<fc>ckblick auf die Landesvertreterversammlung der CDU Sachsen - Die S<e4>chsische Union.
595;8.62E+21;0;1;Jetzt amtlich: Der Linke #Schulz will Steuern nicht senken. Die #AfD steht f<fc>r niedrige Steuern und Sicherheit.
596;8.32E+22;0;1;Morgen Angela #Merkel im #nsaua: Viele offene Fragen  ob und wie sie als oberste Aufseherin <fc>ber die Geheimdienste das BKamt f<fc>hrt @spdbt
597;8.91E+21;-0.5;1;@UweSchummer @ChrisPakusch Eine Wertediskussion  die manch einem verloren gegangen ist.
598;9.07E+21;1;1;Armin M<fc>ller-Stahl ist ein gro<df>artiger Schauspieler und ein wunderbarer Mensch. Er unterst<fc>tzt Martin Schulz.
599;8.60E+22;-1;1;Antisemitismus fiel ihm <fc>brigens auch nicht schwer. Aber keine Sorge:er habe die Arbeit unter Zeitdruck angefertigt
600;8.18E+22;0;1;Mit einem Boot zum schnorcheln  anschlie<df>end Pause auf eine Insel und schwupp  schon eine neue Frisur.
601;8.27E+22;0.5;1;@matt_schreibt an mir solls nicht scheitern
602;9.08E+22;0;1;Am Tag vor der Er<f6>ffnung der @iaamesse geht es heute in erster Linie um Mobilit<e4>t und Verkehrswende.
603;8.49E+22;0;1;Das Thema Gerechtigkeit wird immer mit der @spdde verbunden sein. <U+0096> @abendblatt Interview u.a. zu #BTW17 &amp  #G20
604;8.65E+22;0.5;1;Es gibt nichts Gutes  au<df>er man tut es @rolfbusch @gewthueringen @LSV_Thueringen @BildungTH
605;9.02E+22;0;1;Bundeskanzlerin Merkel im ZDF-Sommerinterview - um 19:10 Uhr im @ZDF und im Livestream auf heute.de #berlindirekt
606;8.90E+22;-1;1;Nordkorea droht den USA mit einem Atomangriff  sollten die Amerikaner einen F<fc>hrungswechsel herbeif<fc>hren wollen.
607;8.89E+22;1;1;Kluge Mann!
608;8.60E+22;-0.5;1;Der Richtungsstreit in der CDU beginnt nicht erst nach der Wahl. Er ist im vollen Gange.
609;8.25E+22;1;1;Sehr gute Landesvorstandssitzung seit 9 Uhr in Dessau. Aufbruchstimmung! #jetztistschulz
610;8.79E+22;0;1;Morsche! KW 26 bringt dies: @schaeferhessen spricht am Mittwoch zum Thema #Finanzen #Kommunen im #HLT. 1/3
611;8.67E+21;0.5;1;L<e4>uft @DoroBaer @ehrenwort @logistiknews @BMVI @Logistik_Blog @Saloodo
612;8.87E+22;0.5;1;Zum 125 Geburtstag eines leider fast vergessenen Gro<df>en Denkers  Walter Benjamin Dazu auch
613;8.92E+22;-1;1;<U+00BB>Ein solcher Kodex ist vollkommen <fc>berfl<fc>ssig  weil es genug internationale und v<f6>lkerrechtliche Regelungen gibt<U+00AB>
614;8.72E+22;-0.5;1;Trotz islamistischem #Terror  fordert Kardinal #Marx weiterhin Toleranz und Offenheit gegen<fc>ber Muslimen
615;8.55E+22;0.5;1;Guten Morgen aus Bordesholm.Gestern Wahlkampftour nach Norderstedt.Heute zun<e4>chst Kieler B<fc>rotermine.
617;8.39E+21;-0.5;1;Rent a #Spahn? In NRW gab es das doch schon: Rent a R<fc>ttgers! Wir erinnern uns. Die #CDU kennt sich ja mit Geld aus.
618;8.34E+22;0;1;SPD l<e4>utet traditionelles linkes Halbjahr vor wichtigen Wahlen ein
619;8.71E+21;-0.5;1;Ein sch<f6>nes Bild! 3 Sozialdemokraten! Und Merkel. Links. Die steht falsch! <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>
620;9.17E+22;-0.5;1;Nachdem sich die SPD gleich am Wahlabend aus dem Staub gemacht hat  sind die Optionen begrenzt  oder nicht?
621;8.35E+22;0;1;Das Movieplexx zeigt den Film Where to miss zum Internationalen Frauentag am 8. M<e4>rz in einer Sondervorstellung
622;9.05E+22;-0.5;1;Kritik an neuer @UPD_Beratung aus #Bremen wegen drastischen R<fc>ckgangs der Beratungszahlen. Bund soll handeln.
623;8.21E+22;1;1;Blaibach weltweit auf Platz 4  das ist doch mal ein Zeichen  dass Kultur auf h<f6>chstem Niveau  gerade auch auf dem...
624;8.47E+22;0.5;1;Diskutiere mit uns auf dem BuKo <fc>ber unsere Zukunft - und wie wir die Welt ver<e4>ndern k<f6>nnen  bevor es andere tun!
625;9.04E+22;-1;1;Die Analysesch<e4>rfe und -tiefe des ARD-Chefredakteurs Rainald Becker bleibt unerreicht. #tvduell @tagesthemen
626;8.60E+21;0;1;K<f6>nnen wir das so machen? @HeikoMaas   @Elke_Ferner @SPD_Saar ? <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30>
